Image,Image_Path,Label,Prediction,Probability
256,/fruits-360/Test/Cantaloupe 1/r_100_100.jpg,Cantaloupe 1,Cantaloupe 1,1.0
257,/fruits-360/Test/Cantaloupe 1/109_100.jpg,Cantaloupe 1,Cantaloupe 1,1.0
258,/fruits-360/Test/Cantaloupe 1/r_99_100.jpg,Cantaloupe 1,Cantaloupe 1,1.0
259,/fruits-360/Test/Cantaloupe 1/r_120_100.jpg,Cantaloupe 1,Cantaloupe 1,1.0
260,/fruits-360/Test/Cantaloupe 1/108_100.jpg,Cantaloupe 1,Cantaloupe 1,1.0
261,/fruits-360/Test/Cantaloupe 2/r_194_100.jpg,Cantaloupe 2,Cantaloupe 2,1.0
262,/fruits-360/Test/Cantaloupe 2/r_214_100.jpg,Cantaloupe 2,Cantaloupe 2,1.0
263,/fruits-360/Test/Cantaloupe 2/r_47_100.jpg,Cantaloupe 2,Cantaloupe 2,1.0
264,/fruits-360/Test/Cantaloupe 2/r_192_100.jpg,Cantaloupe 2,Cantaloupe 2,1.0
265,/fruits-360/Test/Cantaloupe 2/r_196_100.jpg,Cantaloupe 2,Cantaloupe 2,1.0
266,/fruits-360/Test/Cantaloupe 2/r_187_100.jpg,Cantaloupe 2,Cantaloupe 2,1.0
267,/fruits-360/Test/Cantaloupe 2/191_100.jpg,Cantaloupe 2,Cantaloupe 2,1.0
268,/fruits-360/Test/Cantaloupe 2/r_217_100.jpg,Cantaloupe 2,Cantaloupe 2,1.0
269,/fruits-360/Test/Cantaloupe 2/233_100.jpg,Cantaloupe 2,Cantaloupe 2,1.0
270,/fruits-360/Test/Cantaloupe 2/r_238_100.jpg,Cantaloupe 2,Cantaloupe 2,1.0
271,/fruits-360/Test/Carambula 1/215_100.jpg,Carambula 1,Ginger Root 1,0.999488115310669
272,/fruits-360/Test/Carambula 1/85_100.jpg,Carambula 1,Carambula 1,0.7854135632514954
273,/fruits-360/Test/Carambula 1/r_276_100.jpg,Carambula 1,Carambula 1,1.0
274,/fruits-360/Test/Carambula 1/218_100.jpg,Carambula 1,Carambula 1,0.9961063265800476
275,/fruits-360/Test/Carambula 1/r_279_100.jpg,Carambula 1,Carambula 1,1.0
276,/fruits-360/Test/Carambula 1/217_100.jpg,Carambula 1,Ginger Root 1,0.9998346567153931
277,/fruits-360/Test/Carambula 1/r_190_100.jpg,Carambula 1,Corn 1,0.3277880549430847
278,/fruits-360/Test/Carambula 1/94_100.jpg,Carambula 1,Carambula 1,0.9999998807907104
279,/fruits-360/Test/Carambula 1/r_210_100.jpg,Carambula 1,Corn 1,0.6709125638008118
280,/fruits-360/Test/Carambula 1/r_195_100.jpg,Carambula 1,Papaya 1,0.6697596907615662
281,/fruits-360/Test/Carrot 1/r0_67_100.jpg,Carrot 1,Carrot 1,1.0
282,/fruits-360/Test/Carrot 1/r0_55_100.jpg,Carrot 1,Carrot 1,1.0
283,/fruits-360/Test/Carrot 1/r0_147_100.jpg,Carrot 1,Carrot 1,1.0
284,/fruits-360/Test/Carrot 1/r0_87_100.jpg,Carrot 1,Carrot 1,1.0
285,/fruits-360/Test/Carrot 1/r0_7_100.jpg,Carrot 1,Carrot 1,1.0
286,/fruits-360/Test/Carrot 1/r0_195_100.jpg,Carrot 1,Carrot 1,1.0
287,/fruits-360/Test/Carrot 1/r0_47_100.jpg,Carrot 1,Carrot 1,1.0
288,/fruits-360/Test/Carrot 1/r0_15_100.jpg,Carrot 1,Carrot 1,1.0
289,/fruits-360/Test/Carrot 1/r0_11_100.jpg,Carrot 1,Carrot 1,1.0
290,/fruits-360/Test/Carrot 1/r0_187_100.jpg,Carrot 1,Carrot 1,1.0
291,/fruits-360/Test/Cauliflower 1/r_171_100.jpg,Cauliflower 1,Cauliflower 1,1.0
292,/fruits-360/Test/Cauliflower 1/r2_221_100.jpg,Cauliflower 1,Cauliflower 1,0.9998770952224731
293,/fruits-360/Test/Cauliflower 1/r2_186_100.jpg,Cauliflower 1,Cauliflower 1,1.0
294,/fruits-360/Test/Cauliflower 1/r_246_100.jpg,Cauliflower 1,Cauliflower 1,0.9999929666519165
295,/fruits-360/Test/Cauliflower 1/r_130_100.jpg,Cauliflower 1,Cauliflower 1,1.0
296,/fruits-360/Test/Cauliflower 1/179_100.jpg,Cauliflower 1,Cauliflower 1,1.0
297,/fruits-360/Test/Cauliflower 1/r2_220_100.jpg,Cauliflower 1,Cauliflower 1,0.9999703168869019
298,/fruits-360/Test/Cauliflower 1/r_129_100.jpg,Cauliflower 1,Cauliflower 1,1.0
299,/fruits-360/Test/Cauliflower 1/r_175_100.jpg,Cauliflower 1,Cauliflower 1,1.0
300,/fruits-360/Test/Cauliflower 1/r2_243_100.jpg,Cauliflower 1,Cauliflower 1,1.0
301,/fruits-360/Test/Cherry 1/r_64_100.jpg,Cherry 1,Cherry 1,1.0
302,/fruits-360/Test/Cherry 1/52_100.jpg,Cherry 1,Cherry 1,1.0
303,/fruits-360/Test/Cherry 1/r_59_100.jpg,Cherry 1,Cherry 1,1.0
304,/fruits-360/Test/Cherry 1/93_100.jpg,Cherry 1,Cherry 1,1.0
305,/fruits-360/Test/Cherry 1/r_55_100.jpg,Cherry 1,Cherry 1,1.0
306,/fruits-360/Test/Cherry 1/35_100.jpg,Cherry 1,Cherry 1,1.0
307,/fruits-360/Test/Cherry 1/81_100.jpg,Cherry 1,Cherry 1,1.0
308,/fruits-360/Test/Cherry 1/40_100.jpg,Cherry 1,Cherry 1,1.0
309,/fruits-360/Test/Cherry 1/68_100.jpg,Cherry 1,Cherry 1,1.0
310,/fruits-360/Test/Cherry 1/r_69_100.jpg,Cherry 1,Cherry 1,1.0
311,/fruits-360/Test/Cherry 2/19_100.jpg,Cherry 2,Cherry 2,1.0
312,/fruits-360/Test/Cherry 2/31_100.jpg,Cherry 2,Cherry 2,1.0
313,/fruits-360/Test/Cherry 2/292_100.jpg,Cherry 2,Cherry 2,1.0
314,/fruits-360/Test/Cherry 2/69_100.jpg,Cherry 2,Cherry 2,1.0
315,/fruits-360/Test/Cherry 2/302_100.jpg,Cherry 2,Cherry 2,1.0
316,/fruits-360/Test/Cherry 2/r2_264_100.jpg,Cherry 2,Cherry 2,1.0
317,/fruits-360/Test/Cherry 2/r_43_100.jpg,Cherry 2,Cherry 2,1.0
318,/fruits-360/Test/Cherry 2/81_100.jpg,Cherry 2,Cherry 2,1.0
319,/fruits-360/Test/Cherry 2/r_47_100.jpg,Cherry 2,Cherry 2,1.0
320,/fruits-360/Test/Cherry 2/r_45_100.jpg,Cherry 2,Cherry 2,1.0
321,/fruits-360/Test/Cherry Rainier 1/r2_285_100.jpg,Cherry Rainier 1,Cherry Rainier 1,1.0
322,/fruits-360/Test/Cherry Rainier 1/62_100.jpg,Cherry Rainier 1,Cherry Rainier 1,1.0
323,/fruits-360/Test/Cherry Rainier 1/92_100.jpg,Cherry Rainier 1,Tomato 2,0.3575092554092407
324,/fruits-360/Test/Cherry Rainier 1/r_28_100.jpg,Cherry Rainier 1,Cherry Rainier 1,0.5662738084793091
325,/fruits-360/Test/Cherry Rainier 1/72_100.jpg,Cherry Rainier 1,Cherry Rainier 1,0.9996163845062256
326,/fruits-360/Test/Cherry Rainier 1/148_100.jpg,Cherry Rainier 1,Cherry Rainier 1,1.0
327,/fruits-360/Test/Cherry Rainier 1/r2_143_100.jpg,Cherry Rainier 1,Cherry Rainier 1,1.0
328,/fruits-360/Test/Cherry Rainier 1/102_100.jpg,Cherry Rainier 1,Tomato 3,0.9924069046974182
329,/fruits-360/Test/Cherry Rainier 1/80_100.jpg,Cherry Rainier 1,Cherry Rainier 1,0.999354898929596
330,/fruits-360/Test/Cherry Rainier 1/r_61_100.jpg,Cherry Rainier 1,Tomato 3,0.484358012676239
331,/fruits-360/Test/Cherry Wax Black 1/r_276_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1.0
332,/fruits-360/Test/Cherry Wax Black 1/172_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1.0
333,/fruits-360/Test/Cherry Wax Black 1/r_274_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1.0
334,/fruits-360/Test/Cherry Wax Black 1/215_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1.0
335,/fruits-360/Test/Cherry Wax Black 1/r_119_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1.0
336,/fruits-360/Test/Cherry Wax Black 1/245_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1.0
337,/fruits-360/Test/Cherry Wax Black 1/219_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1.0
338,/fruits-360/Test/Cherry Wax Black 1/228_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1.0
339,/fruits-360/Test/Cherry Wax Black 1/r_225_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1.0
340,/fruits-360/Test/Cherry Wax Black 1/238_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1.0
341,/fruits-360/Test/Cherry Wax Red 1/222_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1.0
342,/fruits-360/Test/Cherry Wax Red 1/r_81_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1.0
343,/fruits-360/Test/Cherry Wax Red 1/r_99_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1.0
344,/fruits-360/Test/Cherry Wax Red 1/257_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1.0
345,/fruits-360/Test/Cherry Wax Red 1/208_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1.0
346,/fruits-360/Test/Cherry Wax Red 1/r_199_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1.0
347,/fruits-360/Test/Cherry Wax Red 1/r_110_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1.0
348,/fruits-360/Test/Cherry Wax Red 1/r_193_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1.0
349,/fruits-360/Test/Cherry Wax Red 1/55_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1.0
350,/fruits-360/Test/Cherry Wax Red 1/r_112_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1.0
351,/fruits-360/Test/Cherry Wax Yellow 1/r_306_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1.0
352,/fruits-360/Test/Cherry Wax Yellow 1/199_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1.0
353,/fruits-360/Test/Cherry Wax Yellow 1/r_321_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1.0
354,/fruits-360/Test/Cherry Wax Yellow 1/261_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1.0
355,/fruits-360/Test/Cherry Wax Yellow 1/r_303_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1.0
356,/fruits-360/Test/Cherry Wax Yellow 1/r_14_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1.0
357,/fruits-360/Test/Cherry Wax Yellow 1/r_44_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1.0
358,/fruits-360/Test/Cherry Wax Yellow 1/r_13_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1.0
359,/fruits-360/Test/Cherry Wax Yellow 1/r_304_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1.0
360,/fruits-360/Test/Cherry Wax Yellow 1/r_5_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1.0
361,/fruits-360/Test/Chestnut 1/r_89_100.jpg,Chestnut 1,Chestnut 1,1.0
362,/fruits-360/Test/Chestnut 1/r_16_100.jpg,Chestnut 1,Chestnut 1,1.0
363,/fruits-360/Test/Chestnut 1/r2_5_100.jpg,Chestnut 1,Chestnut 1,1.0
364,/fruits-360/Test/Chestnut 1/r2_110_100.jpg,Chestnut 1,Chestnut 1,0.8203767538070679
365,/fruits-360/Test/Chestnut 1/r2_15_100.jpg,Chestnut 1,Chestnut 1,0.9966586828231812
366,/fruits-360/Test/Chestnut 1/112_100.jpg,Chestnut 1,Chestnut 1,1.0
367,/fruits-360/Test/Chestnut 1/r2_114_100.jpg,Chestnut 1,Chestnut 1,0.7298991680145264
368,/fruits-360/Test/Chestnut 1/r2_128_100.jpg,Chestnut 1,Chestnut 1,0.9999996423721313
369,/fruits-360/Test/Chestnut 1/r_11_100.jpg,Chestnut 1,Chestnut 1,1.0
370,/fruits-360/Test/Chestnut 1/r2_125_100.jpg,Chestnut 1,Chestnut 1,1.0
371,/fruits-360/Test/Clementine 1/62_100.jpg,Clementine 1,Clementine 1,1.0
372,/fruits-360/Test/Clementine 1/116_100.jpg,Clementine 1,Clementine 1,1.0
373,/fruits-360/Test/Clementine 1/r_66_100.jpg,Clementine 1,Clementine 1,1.0
374,/fruits-360/Test/Clementine 1/307_100.jpg,Clementine 1,Clementine 1,1.0
375,/fruits-360/Test/Clementine 1/r_71_100.jpg,Clementine 1,Clementine 1,1.0
376,/fruits-360/Test/Clementine 1/r_191_100.jpg,Clementine 1,Clementine 1,0.9999326467514038
377,/fruits-360/Test/Clementine 1/60_100.jpg,Clementine 1,Clementine 1,1.0
378,/fruits-360/Test/Clementine 1/150_100.jpg,Clementine 1,Clementine 1,1.0
379,/fruits-360/Test/Clementine 1/r_208_100.jpg,Clementine 1,Clementine 1,1.0
380,/fruits-360/Test/Clementine 1/107_100.jpg,Clementine 1,Clementine 1,1.0
381,/fruits-360/Test/Cocos 1/308_100.jpg,Cocos 1,Cocos 1,1.0
382,/fruits-360/Test/Cocos 1/r_173_100.jpg,Cocos 1,Cocos 1,0.9999761581420898
383,/fruits-360/Test/Cocos 1/r_101_100.jpg,Cocos 1,Salak 1,0.9742489457130432
384,/fruits-360/Test/Cocos 1/r_138_100.jpg,Cocos 1,Cocos 1,1.0
385,/fruits-360/Test/Cocos 1/r_87_100.jpg,Cocos 1,Cocos 1,0.9999780654907227
386,/fruits-360/Test/Cocos 1/260_100.jpg,Cocos 1,Cocos 1,1.0
387,/fruits-360/Test/Cocos 1/r_204_100.jpg,Cocos 1,Cocos 1,0.9997355341911316
388,/fruits-360/Test/Cocos 1/r_74_100.jpg,Cocos 1,Cocos 1,1.0
389,/fruits-360/Test/Cocos 1/274_100.jpg,Cocos 1,Cocos 1,1.0
390,/fruits-360/Test/Cocos 1/0_100.jpg,Cocos 1,Cocos 1,1.0
391,/fruits-360/Test/Corn 1/r2_75_100.jpg,Corn 1,Cauliflower 1,0.6911434531211853
392,/fruits-360/Test/Corn 1/61_100.jpg,Corn 1,Corn 1,1.0
393,/fruits-360/Test/Corn 1/r_65_100.jpg,Corn 1,Cauliflower 1,0.9779690504074097
394,/fruits-360/Test/Corn 1/r2_165_100.jpg,Corn 1,Guava 1,0.8502569794654846
395,/fruits-360/Test/Corn 1/r2_62_100.jpg,Corn 1,Onion White 1,0.9996737241744995
396,/fruits-360/Test/Corn 1/r_151_100.jpg,Corn 1,Apple Pink Lady 1,0.9911757707595825
397,/fruits-360/Test/Corn 1/r2_163_100.jpg,Corn 1,Cantaloupe 2,0.499410480260849
398,/fruits-360/Test/Corn 1/164_100.jpg,Corn 1,Corn 1,0.9999995231628418
399,/fruits-360/Test/Corn 1/r2_169_100.jpg,Corn 1,Cauliflower 1,0.9384452104568481
400,/fruits-360/Test/Corn 1/29_100.jpg,Corn 1,Corn 1,1.0
401,/fruits-360/Test/Corn Husk 1/r_114_100.jpg,Corn Husk 1,Corn Husk 1,0.9999969005584717
402,/fruits-360/Test/Corn Husk 1/88_100.jpg,Corn Husk 1,Corn Husk 1,1.0
403,/fruits-360/Test/Corn Husk 1/213_100.jpg,Corn Husk 1,Corn Husk 1,1.0
404,/fruits-360/Test/Corn Husk 1/236_100.jpg,Corn Husk 1,Corn Husk 1,1.0
405,/fruits-360/Test/Corn Husk 1/242_100.jpg,Corn Husk 1,Corn Husk 1,1.0
406,/fruits-360/Test/Corn Husk 1/251_100.jpg,Corn Husk 1,Corn Husk 1,1.0
407,/fruits-360/Test/Corn Husk 1/224_100.jpg,Corn Husk 1,Corn Husk 1,1.0
408,/fruits-360/Test/Corn Husk 1/228_100.jpg,Corn Husk 1,Corn Husk 1,1.0
409,/fruits-360/Test/Corn Husk 1/93_100.jpg,Corn Husk 1,Corn Husk 1,1.0
410,/fruits-360/Test/Corn Husk 1/5_100.jpg,Corn Husk 1,Corn Husk 1,1.0
411,/fruits-360/Test/Cucumber 1/r0_43_100.jpg,Cucumber 1,Cucumber 1,1.0
412,/fruits-360/Test/Cucumber 1/r0_103_100.jpg,Cucumber 1,Cucumber 1,1.0
413,/fruits-360/Test/Cucumber 1/r0_123_100.jpg,Cucumber 1,Cucumber 1,1.0
414,/fruits-360/Test/Cucumber 1/r0_23_100.jpg,Cucumber 1,Cucumber 1,1.0
415,/fruits-360/Test/Cucumber 1/r0_91_100.jpg,Cucumber 1,Cucumber 1,1.0
416,/fruits-360/Test/Cucumber 1/r0_71_100.jpg,Cucumber 1,Cucumber 1,1.0
417,/fruits-360/Test/Cucumber 1/r0_111_100.jpg,Cucumber 1,Cucumber 1,1.0
418,/fruits-360/Test/Cucumber 1/r0_167_100.jpg,Cucumber 1,Cucumber 1,1.0
419,/fruits-360/Test/Cucumber 1/r0_131_100.jpg,Cucumber 1,Cucumber 1,1.0
420,/fruits-360/Test/Cucumber 1/r0_3_100.jpg,Cucumber 1,Cucumber 1,1.0
421,/fruits-360/Test/Cucumber 3/r0_39_100.jpg,Cucumber 3,Cucumber 3,1.0
422,/fruits-360/Test/Cucumber 3/r0_91_100.jpg,Cucumber 3,Cucumber 3,1.0
423,/fruits-360/Test/Cucumber 3/r0_231_100.jpg,Cucumber 3,Cucumber 3,1.0
424,/fruits-360/Test/Cucumber 3/r0_263_100.jpg,Cucumber 3,Cucumber 3,1.0
425,/fruits-360/Test/Cucumber 3/r0_219_100.jpg,Cucumber 3,Cucumber 3,1.0
426,/fruits-360/Test/Cucumber 3/r0_179_100.jpg,Cucumber 3,Cucumber 3,1.0
427,/fruits-360/Test/Cucumber 3/r0_271_100.jpg,Cucumber 3,Cucumber 3,1.0
428,/fruits-360/Test/Cucumber 3/r0_167_100.jpg,Cucumber 3,Cucumber 3,1.0
429,/fruits-360/Test/Cucumber 3/r0_75_100.jpg,Cucumber 3,Cucumber 3,1.0
430,/fruits-360/Test/Cucumber 3/r0_315_100.jpg,Cucumber 3,Cucumber 3,1.0
431,/fruits-360/Test/Cucumber Ripe 1/216_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,0.9999992847442627
432,/fruits-360/Test/Cucumber Ripe 1/r_125_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,0.5660403370857239
433,/fruits-360/Test/Cucumber Ripe 1/171_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,1.0
434,/fruits-360/Test/Cucumber Ripe 1/198_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,1.0
435,/fruits-360/Test/Cucumber Ripe 1/203_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,0.9999545812606812
436,/fruits-360/Test/Cucumber Ripe 1/r_43_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,1.0
437,/fruits-360/Test/Cucumber Ripe 1/183_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,1.0
438,/fruits-360/Test/Cucumber Ripe 1/r_157_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,0.9962565898895264
439,/fruits-360/Test/Cucumber Ripe 1/222_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,1.0
440,/fruits-360/Test/Cucumber Ripe 1/211_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,0.9999969005584717
441,/fruits-360/Test/Cucumber Ripe 2/229_100.jpg,Cucumber Ripe 2,Cucumber Ripe 2,1.0
442,/fruits-360/Test/Cucumber Ripe 2/222_100.jpg,Cucumber Ripe 2,Cucumber Ripe 2,1.0
443,/fruits-360/Test/Cucumber Ripe 2/r_173_100.jpg,Cucumber Ripe 2,Pepper Yellow 1,0.5217301249504089
444,/fruits-360/Test/Cucumber Ripe 2/163_100.jpg,Cucumber Ripe 2,Cucumber Ripe 2,1.0
445,/fruits-360/Test/Cucumber Ripe 2/r_175_100.jpg,Cucumber Ripe 2,Guava 1,0.820845365524292
446,/fruits-360/Test/Cucumber Ripe 2/r_189_100.jpg,Cucumber Ripe 2,Cucumber Ripe 2,1.0
447,/fruits-360/Test/Cucumber Ripe 2/r_163_100.jpg,Cucumber Ripe 2,Pepper Yellow 1,0.9999977350234985
448,/fruits-360/Test/Cucumber Ripe 2/228_100.jpg,Cucumber Ripe 2,Cucumber Ripe 2,1.0
449,/fruits-360/Test/Cucumber Ripe 2/215_100.jpg,Cucumber Ripe 2,Cucumber Ripe 2,1.0
450,/fruits-360/Test/Cucumber Ripe 2/119_100.jpg,Cucumber Ripe 2,Cucumber Ripe 2,1.0
451,/fruits-360/Test/Dates 1/r_311_100.jpg,Dates 1,Dates 1,1.0
452,/fruits-360/Test/Dates 1/r_104_100.jpg,Dates 1,Dates 1,1.0
453,/fruits-360/Test/Dates 1/r_308_100.jpg,Dates 1,Dates 1,1.0
454,/fruits-360/Test/Dates 1/r_89_100.jpg,Dates 1,Dates 1,0.9999998807907104
455,/fruits-360/Test/Dates 1/95_100.jpg,Dates 1,Dates 1,0.9999946355819702
456,/fruits-360/Test/Dates 1/117_100.jpg,Dates 1,Dates 1,0.9969911575317383
457,/fruits-360/Test/Dates 1/139_100.jpg,Dates 1,Dates 1,1.0
458,/fruits-360/Test/Dates 1/r_91_100.jpg,Dates 1,Dates 1,1.0
459,/fruits-360/Test/Dates 1/6_100.jpg,Dates 1,Dates 1,1.0
460,/fruits-360/Test/Dates 1/126_100.jpg,Dates 1,Dates 1,0.9995337724685669
461,/fruits-360/Test/Eggplant 1/131_100.jpg,Eggplant 1,Eggplant 1,0.9999996423721313
462,/fruits-360/Test/Eggplant 1/145_100.jpg,Eggplant 1,Eggplant 1,0.999137282371521
463,/fruits-360/Test/Eggplant 1/r_91_100.jpg,Eggplant 1,Eggplant 1,0.9934870004653931
464,/fruits-360/Test/Eggplant 1/135_100.jpg,Eggplant 1,Eggplant 1,0.9999958276748657
465,/fruits-360/Test/Eggplant 1/r_73_100.jpg,Eggplant 1,Eggplant 1,0.9846482276916504
466,/fruits-360/Test/Eggplant 1/r_87_100.jpg,Eggplant 1,Blueberry 1,0.9790993332862854
467,/fruits-360/Test/Eggplant 1/126_100.jpg,Eggplant 1,Eggplant 1,1.0
468,/fruits-360/Test/Eggplant 1/r_250_100.jpg,Eggplant 1,Ginger Root 1,0.9712584614753723
469,/fruits-360/Test/Eggplant 1/r_265_100.jpg,Eggplant 1,Eggplant 1,0.9873000979423523
470,/fruits-360/Test/Eggplant 1/138_100.jpg,Eggplant 1,Eggplant 1,0.9999574422836304
471,/fruits-360/Test/Eggplant long 1/r0_59_100.jpg,Eggplant long 1,Eggplant long 1,1.0
472,/fruits-360/Test/Eggplant long 1/r0_15_100.jpg,Eggplant long 1,Eggplant long 1,1.0
473,/fruits-360/Test/Eggplant long 1/r0_259_100.jpg,Eggplant long 1,Eggplant long 1,1.0
474,/fruits-360/Test/Eggplant long 1/r0_83_100.jpg,Eggplant long 1,Eggplant long 1,1.0
475,/fruits-360/Test/Eggplant long 1/r0_75_100.jpg,Eggplant long 1,Eggplant long 1,1.0
476,/fruits-360/Test/Eggplant long 1/r0_19_100.jpg,Eggplant long 1,Eggplant long 1,1.0
477,/fruits-360/Test/Eggplant long 1/r0_235_100.jpg,Eggplant long 1,Eggplant long 1,1.0
478,/fruits-360/Test/Eggplant long 1/r0_139_100.jpg,Eggplant long 1,Eggplant long 1,1.0
479,/fruits-360/Test/Eggplant long 1/r0_295_100.jpg,Eggplant long 1,Eggplant long 1,1.0
480,/fruits-360/Test/Eggplant long 1/r0_35_100.jpg,Eggplant long 1,Eggplant long 1,1.0
481,/fruits-360/Test/Fig 1/r_36_100.jpg,Fig 1,Fig 1,1.0
482,/fruits-360/Test/Fig 1/r2_256_100.jpg,Fig 1,Fig 1,1.0
483,/fruits-360/Test/Fig 1/r2_117_100.jpg,Fig 1,Fig 1,0.9934090375900269
484,/fruits-360/Test/Fig 1/r2_108_100.jpg,Fig 1,Fig 1,0.5813150405883789
485,/fruits-360/Test/Fig 1/r2_263_100.jpg,Fig 1,Fig 1,1.0
486,/fruits-360/Test/Fig 1/r2_162_100.jpg,Fig 1,Fig 1,1.0
487,/fruits-360/Test/Fig 1/r_218_100.jpg,Fig 1,Fig 1,1.0
488,/fruits-360/Test/Fig 1/r2_127_100.jpg,Fig 1,Fig 1,0.9999055862426758
489,/fruits-360/Test/Fig 1/r2_135_100.jpg,Fig 1,Fig 1,0.9999998807907104
490,/fruits-360/Test/Fig 1/r2_151_100.jpg,Fig 1,Fig 1,1.0
491,/fruits-360/Test/Ginger Root 1/44_100.jpg,Ginger Root 1,Ginger Root 1,1.0
492,/fruits-360/Test/Ginger Root 1/r_66_100.jpg,Ginger Root 1,Pear 2,0.8795473575592041
493,/fruits-360/Test/Ginger Root 1/r_81_100.jpg,Ginger Root 1,Corn 1,0.9996687173843384
494,/fruits-360/Test/Ginger Root 1/128_100.jpg,Ginger Root 1,Ginger Root 1,1.0
495,/fruits-360/Test/Ginger Root 1/r_62_100.jpg,Ginger Root 1,Pear 2,0.9995150566101074
496,/fruits-360/Test/Ginger Root 1/83_100.jpg,Ginger Root 1,Ginger Root 1,0.9999998807907104
497,/fruits-360/Test/Ginger Root 1/134_100.jpg,Ginger Root 1,Ginger Root 1,1.0
498,/fruits-360/Test/Ginger Root 1/r_58_100.jpg,Ginger Root 1,Pear 2,0.6537184715270996
499,/fruits-360/Test/Ginger Root 1/47_100.jpg,Ginger Root 1,Ginger Root 1,0.9999998807907104
500,/fruits-360/Test/Ginger Root 1/r_56_100.jpg,Ginger Root 1,Pear 2,0.9988296627998352
501,/fruits-360/Test/Granadilla 1/r_288_100.jpg,Granadilla 1,Granadilla 1,1.0
502,/fruits-360/Test/Granadilla 1/r_153_100.jpg,Granadilla 1,Granadilla 1,1.0
503,/fruits-360/Test/Granadilla 1/53_100.jpg,Granadilla 1,Granadilla 1,1.0
504,/fruits-360/Test/Granadilla 1/r_292_100.jpg,Granadilla 1,Granadilla 1,1.0
505,/fruits-360/Test/Granadilla 1/71_100.jpg,Granadilla 1,Granadilla 1,1.0
506,/fruits-360/Test/Granadilla 1/77_100.jpg,Granadilla 1,Granadilla 1,1.0
507,/fruits-360/Test/Granadilla 1/92_100.jpg,Granadilla 1,Granadilla 1,1.0
508,/fruits-360/Test/Granadilla 1/r_27_100.jpg,Granadilla 1,Granadilla 1,1.0
509,/fruits-360/Test/Granadilla 1/51_100.jpg,Granadilla 1,Granadilla 1,1.0
510,/fruits-360/Test/Granadilla 1/r_137_100.jpg,Granadilla 1,Granadilla 1,1.0
511,/fruits-360/Test/Grape Blue 1/635_100.jpg,Grape Blue 1,Grape Blue 1,1.0
512,/fruits-360/Test/Grape Blue 1/r_290_100.jpg,Grape Blue 1,Grape Blue 1,1.0
513,/fruits-360/Test/Grape Blue 1/626_100.jpg,Grape Blue 1,Grape Blue 1,1.0
514,/fruits-360/Test/Grape Blue 1/r_286_100.jpg,Grape Blue 1,Grape Blue 1,1.0
515,/fruits-360/Test/Grape Blue 1/34_100.jpg,Grape Blue 1,Grape Blue 1,1.0
516,/fruits-360/Test/Grape Blue 1/573_100.jpg,Grape Blue 1,Grape Blue 1,1.0
517,/fruits-360/Test/Grape Blue 1/r_479_100.jpg,Grape Blue 1,Grape Blue 1,1.0
518,/fruits-360/Test/Grape Blue 1/r_333_100.jpg,Grape Blue 1,Grape Blue 1,1.0
