Image,Image_Path,Label,Prediction,Probability,Price_per_unit_usd,Unit
237,fruits-360/Test/Cabbage white 1/r0_59_100.jpg,Cabbage white 1,Cabbage white 1,1,,
238,fruits-360/Test/Cabbage white 1/r0_99_100.jpg,Cabbage white 1,Cabbage white 1,1,,
239,fruits-360/Test/Cabbage white 1/r0_187_100.jpg,Cabbage white 1,Cabbage white 1,1,,
240,fruits-360/Test/Cabbage white 1/r0_175_100.jpg,Cabbage white 1,Cabbage white 1,1,,
241,fruits-360/Test/Cactus fruit 1/r_4_100.jpg,Cactus fruit 1,Cactus fruit 1,0.999948621,,
242,fruits-360/Test/Cactus fruit 1/r_3_100.jpg,Cactus fruit 1,Cactus fruit 1,0.995505691,,
243,fruits-360/Test/Cactus fruit 1/r_278_100.jpg,Cactus fruit 1,Cactus fruit 1,0.996689141,,
244,fruits-360/Test/Cactus fruit 1/r_270_100.jpg,Cactus fruit 1,Cactus fruit 1,1,,
245,fruits-360/Test/Cactus fruit 1/r_116_100.jpg,Cactus fruit 1,Cactus fruit 1,1,,
246,fruits-360/Test/Cactus fruit 1/r_314_100.jpg,Cactus fruit 1,Cactus fruit 1,0.999582112,,
247,fruits-360/Test/Cactus fruit 1/243_100.jpg,Cactus fruit 1,Cactus fruit 1,1,,
248,fruits-360/Test/Cactus fruit 1/r_304_100.jpg,Cactus fruit 1,Cactus fruit 1,0.99992466,,
249,fruits-360/Test/Cactus fruit 1/r_324_100.jpg,Cactus fruit 1,Cactus fruit 1,0.999999881,,
250,fruits-360/Test/Cactus fruit 1/17_100.jpg,Cactus fruit 1,Cactus fruit 1,1,,
251,fruits-360/Test/Cantaloupe 1/130_100.jpg,Cantaloupe 1,Cantaloupe 1,1,0.81,Lb
252,fruits-360/Test/Cantaloupe 1/r_117_100.jpg,Cantaloupe 1,Cantaloupe 1,1,0.81,Lb
253,fruits-360/Test/Cantaloupe 1/152_100.jpg,Cantaloupe 1,Cantaloupe 1,1,0.81,Lb
254,fruits-360/Test/Cantaloupe 1/r_140_100.jpg,Cantaloupe 1,Cantaloupe 1,1,0.81,Lb
255,fruits-360/Test/Cantaloupe 1/136_100.jpg,Cantaloupe 1,Cantaloupe 1,1,0.81,Lb
256,fruits-360/Test/Cantaloupe 1/r_100_100.jpg,Cantaloupe 1,Cantaloupe 1,1,0.81,Lb
257,fruits-360/Test/Cantaloupe 1/109_100.jpg,Cantaloupe 1,Cantaloupe 1,1,0.81,Lb
258,fruits-360/Test/Cantaloupe 1/r_99_100.jpg,Cantaloupe 1,Cantaloupe 1,1,0.81,Lb
259,fruits-360/Test/Cantaloupe 1/r_120_100.jpg,Cantaloupe 1,Cantaloupe 1,1,0.81,Lb
260,fruits-360/Test/Cantaloupe 1/108_100.jpg,Cantaloupe 1,Cantaloupe 1,1,0.81,Lb
261,fruits-360/Test/Cantaloupe 2/r_194_100.jpg,Cantaloupe 2,Cantaloupe 2,1,0.81,Lb
262,fruits-360/Test/Cantaloupe 2/r_214_100.jpg,Cantaloupe 2,Cantaloupe 2,1,0.81,Lb
263,fruits-360/Test/Cantaloupe 2/r_47_100.jpg,Cantaloupe 2,Cantaloupe 2,1,0.81,Lb
264,fruits-360/Test/Cantaloupe 2/r_192_100.jpg,Cantaloupe 2,Cantaloupe 2,1,0.81,Lb
265,fruits-360/Test/Cantaloupe 2/r_196_100.jpg,Cantaloupe 2,Cantaloupe 2,1,0.81,Lb
266,fruits-360/Test/Cantaloupe 2/r_187_100.jpg,Cantaloupe 2,Cantaloupe 2,1,0.81,Lb
267,fruits-360/Test/Cantaloupe 2/191_100.jpg,Cantaloupe 2,Cantaloupe 2,1,0.81,Lb
268,fruits-360/Test/Cantaloupe 2/r_217_100.jpg,Cantaloupe 2,Cantaloupe 2,1,0.81,Lb
269,fruits-360/Test/Cantaloupe 2/233_100.jpg,Cantaloupe 2,Cantaloupe 2,1,0.81,Lb
270,fruits-360/Test/Cantaloupe 2/r_238_100.jpg,Cantaloupe 2,Cantaloupe 2,1,0.81,Lb
271,fruits-360/Test/Carambula 1/215_100.jpg,Carambula 1,Ginger Root 1,0.999488115,,
272,fruits-360/Test/Carambula 1/85_100.jpg,Carambula 1,Carambula 1,0.785413563,,
273,fruits-360/Test/Carambula 1/r_276_100.jpg,Carambula 1,Carambula 1,1,,
274,fruits-360/Test/Carambula 1/218_100.jpg,Carambula 1,Carambula 1,0.996106327,,
275,fruits-360/Test/Carambula 1/r_279_100.jpg,Carambula 1,Carambula 1,1,,
276,fruits-360/Test/Carambula 1/217_100.jpg,Carambula 1,Ginger Root 1,0.999834657,,
277,fruits-360/Test/Carambula 1/r_190_100.jpg,Carambula 1,Corn 1,0.327788055,,
278,fruits-360/Test/Carambula 1/94_100.jpg,Carambula 1,Carambula 1,0.999999881,,
279,fruits-360/Test/Carambula 1/r_210_100.jpg,Carambula 1,Corn 1,0.670912564,,
280,fruits-360/Test/Carambula 1/r_195_100.jpg,Carambula 1,Papaya 1,0.669759691,,
281,fruits-360/Test/Carrot 1/r0_67_100.jpg,Carrot 1,Carrot 1,1,$1.17 ,Lb
282,fruits-360/Test/Carrot 1/r0_55_100.jpg,Carrot 1,Carrot 1,1,$1.17 ,Lb
283,fruits-360/Test/Carrot 1/r0_147_100.jpg,Carrot 1,Carrot 1,1,$1.17 ,Lb
284,fruits-360/Test/Carrot 1/r0_87_100.jpg,Carrot 1,Carrot 1,1,$1.17 ,Lb
285,fruits-360/Test/Carrot 1/r0_7_100.jpg,Carrot 1,Carrot 1,1,$1.17 ,Lb
286,fruits-360/Test/Carrot 1/r0_195_100.jpg,Carrot 1,Carrot 1,1,$1.17 ,Lb
287,fruits-360/Test/Carrot 1/r0_47_100.jpg,Carrot 1,Carrot 1,1,$1.17 ,Lb
288,fruits-360/Test/Carrot 1/r0_15_100.jpg,Carrot 1,Carrot 1,1,$1.17 ,Lb
289,fruits-360/Test/Carrot 1/r0_11_100.jpg,Carrot 1,Carrot 1,1,$1.17 ,Lb
290,fruits-360/Test/Carrot 1/r0_187_100.jpg,Carrot 1,Carrot 1,1,$1.17 ,Lb
291,fruits-360/Test/Cauliflower 1/r_171_100.jpg,Cauliflower 1,Cauliflower 1,1,5.35,Lb
292,fruits-360/Test/Cauliflower 1/r2_221_100.jpg,Cauliflower 1,Cauliflower 1,0.999877095,5.35,Lb
293,fruits-360/Test/Cauliflower 1/r2_186_100.jpg,Cauliflower 1,Cauliflower 1,1,5.35,Lb
294,fruits-360/Test/Cauliflower 1/r_246_100.jpg,Cauliflower 1,Cauliflower 1,0.999992967,5.35,Lb
295,fruits-360/Test/Cauliflower 1/r_130_100.jpg,Cauliflower 1,Cauliflower 1,1,5.35,Lb
296,fruits-360/Test/Cauliflower 1/179_100.jpg,Cauliflower 1,Cauliflower 1,1,5.35,Lb
297,fruits-360/Test/Cauliflower 1/r2_220_100.jpg,Cauliflower 1,Cauliflower 1,0.999970317,5.35,Lb
298,fruits-360/Test/Cauliflower 1/r_129_100.jpg,Cauliflower 1,Cauliflower 1,1,5.35,Lb
299,fruits-360/Test/Cauliflower 1/r_175_100.jpg,Cauliflower 1,Cauliflower 1,1,5.35,Lb
300,fruits-360/Test/Cauliflower 1/r2_243_100.jpg,Cauliflower 1,Cauliflower 1,1,5.35,Lb
301,fruits-360/Test/Cherry 1/r_64_100.jpg,Cherry 1,Cherry 1,1,4.99,Lb
302,fruits-360/Test/Cherry 1/52_100.jpg,Cherry 1,Cherry 1,1,4.99,Lb
303,fruits-360/Test/Cherry 1/r_59_100.jpg,Cherry 1,Cherry 1,1,4.99,Lb
304,fruits-360/Test/Cherry 1/93_100.jpg,Cherry 1,Cherry 1,1,4.99,Lb
305,fruits-360/Test/Cherry 1/r_55_100.jpg,Cherry 1,Cherry 1,1,4.99,Lb
306,fruits-360/Test/Cherry 1/35_100.jpg,Cherry 1,Cherry 1,1,4.99,Lb
307,fruits-360/Test/Cherry 1/81_100.jpg,Cherry 1,Cherry 1,1,4.99,Lb
308,fruits-360/Test/Cherry 1/40_100.jpg,Cherry 1,Cherry 1,1,4.99,Lb
309,fruits-360/Test/Cherry 1/68_100.jpg,Cherry 1,Cherry 1,1,4.99,Lb
310,fruits-360/Test/Cherry 1/r_69_100.jpg,Cherry 1,Cherry 1,1,4.99,Lb
311,fruits-360/Test/Cherry 2/19_100.jpg,Cherry 2,Cherry 2,1,4.99,Lb
312,fruits-360/Test/Cherry 2/31_100.jpg,Cherry 2,Cherry 2,1,4.99,Lb
313,fruits-360/Test/Cherry 2/292_100.jpg,Cherry 2,Cherry 2,1,4.99,Lb
314,fruits-360/Test/Cherry 2/69_100.jpg,Cherry 2,Cherry 2,1,4.99,Lb
315,fruits-360/Test/Cherry 2/302_100.jpg,Cherry 2,Cherry 2,1,4.99,Lb
316,fruits-360/Test/Cherry 2/r2_264_100.jpg,Cherry 2,Cherry 2,1,4.99,Lb
317,fruits-360/Test/Cherry 2/r_43_100.jpg,Cherry 2,Cherry 2,1,4.99,Lb
318,fruits-360/Test/Cherry 2/81_100.jpg,Cherry 2,Cherry 2,1,4.99,Lb
319,fruits-360/Test/Cherry 2/r_47_100.jpg,Cherry 2,Cherry 2,1,4.99,Lb
320,fruits-360/Test/Cherry 2/r_45_100.jpg,Cherry 2,Cherry 2,1,4.99,Lb
321,fruits-360/Test/Cherry Rainier 1/r2_285_100.jpg,Cherry Rainier 1,Cherry Rainier 1,1,4.99,Lb
322,fruits-360/Test/Cherry Rainier 1/62_100.jpg,Cherry Rainier 1,Cherry Rainier 1,1,4.99,Lb
323,fruits-360/Test/Cherry Rainier 1/92_100.jpg,Cherry Rainier 1,Tomato 2,0.357509255,4.99,Lb
324,fruits-360/Test/Cherry Rainier 1/r_28_100.jpg,Cherry Rainier 1,Cherry Rainier 1,0.566273808,4.99,Lb
325,fruits-360/Test/Cherry Rainier 1/72_100.jpg,Cherry Rainier 1,Cherry Rainier 1,0.999616385,4.99,Lb
326,fruits-360/Test/Cherry Rainier 1/148_100.jpg,Cherry Rainier 1,Cherry Rainier 1,1,4.99,Lb
327,fruits-360/Test/Cherry Rainier 1/r2_143_100.jpg,Cherry Rainier 1,Cherry Rainier 1,1,4.99,Lb
328,fruits-360/Test/Cherry Rainier 1/102_100.jpg,Cherry Rainier 1,Tomato 3,0.992406905,4.99,Lb
329,fruits-360/Test/Cherry Rainier 1/80_100.jpg,Cherry Rainier 1,Cherry Rainier 1,0.999354899,4.99,Lb
330,fruits-360/Test/Cherry Rainier 1/r_61_100.jpg,Cherry Rainier 1,Tomato 3,0.484358013,4.99,Lb
331,fruits-360/Test/Cherry Wax Black 1/r_276_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1,4.99,Lb
332,fruits-360/Test/Cherry Wax Black 1/172_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1,4.99,Lb
333,fruits-360/Test/Cherry Wax Black 1/r_274_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1,4.99,Lb
334,fruits-360/Test/Cherry Wax Black 1/215_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1,4.99,Lb
335,fruits-360/Test/Cherry Wax Black 1/r_119_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1,4.99,Lb
336,fruits-360/Test/Cherry Wax Black 1/245_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1,4.99,Lb
337,fruits-360/Test/Cherry Wax Black 1/219_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1,4.99,Lb
338,fruits-360/Test/Cherry Wax Black 1/228_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1,4.99,Lb
339,fruits-360/Test/Cherry Wax Black 1/r_225_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1,4.99,Lb
340,fruits-360/Test/Cherry Wax Black 1/238_100.jpg,Cherry Wax Black 1,Cherry Wax Black 1,1,4.99,Lb
341,fruits-360/Test/Cherry Wax Red 1/222_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1,4.99,Lb
342,fruits-360/Test/Cherry Wax Red 1/r_81_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1,4.99,Lb
343,fruits-360/Test/Cherry Wax Red 1/r_99_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1,4.99,Lb
344,fruits-360/Test/Cherry Wax Red 1/257_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1,4.99,Lb
345,fruits-360/Test/Cherry Wax Red 1/208_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1,4.99,Lb
346,fruits-360/Test/Cherry Wax Red 1/r_199_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1,4.99,Lb
347,fruits-360/Test/Cherry Wax Red 1/r_110_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1,4.99,Lb
348,fruits-360/Test/Cherry Wax Red 1/r_193_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1,4.99,Lb
349,fruits-360/Test/Cherry Wax Red 1/55_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1,4.99,Lb
350,fruits-360/Test/Cherry Wax Red 1/r_112_100.jpg,Cherry Wax Red 1,Cherry Wax Red 1,1,4.99,Lb
351,fruits-360/Test/Cherry Wax Yellow 1/r_306_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1,4.99,Lb
352,fruits-360/Test/Cherry Wax Yellow 1/199_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1,4.99,Lb
353,fruits-360/Test/Cherry Wax Yellow 1/r_321_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1,4.99,Lb
354,fruits-360/Test/Cherry Wax Yellow 1/261_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1,4.99,Lb
355,fruits-360/Test/Cherry Wax Yellow 1/r_303_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1,4.99,Lb
356,fruits-360/Test/Cherry Wax Yellow 1/r_14_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1,4.99,Lb
357,fruits-360/Test/Cherry Wax Yellow 1/r_44_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1,4.99,Lb
358,fruits-360/Test/Cherry Wax Yellow 1/r_13_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1,4.99,Lb
359,fruits-360/Test/Cherry Wax Yellow 1/r_304_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1,4.99,Lb
360,fruits-360/Test/Cherry Wax Yellow 1/r_5_100.jpg,Cherry Wax Yellow 1,Cherry Wax Yellow 1,1,4.99,Lb
361,fruits-360/Test/Chestnut 1/r_89_100.jpg,Chestnut 1,Chestnut 1,1,,
362,fruits-360/Test/Chestnut 1/r_16_100.jpg,Chestnut 1,Chestnut 1,1,,
363,fruits-360/Test/Chestnut 1/r2_5_100.jpg,Chestnut 1,Chestnut 1,1,,
364,fruits-360/Test/Chestnut 1/r2_110_100.jpg,Chestnut 1,Chestnut 1,0.820376754,,
365,fruits-360/Test/Chestnut 1/r2_15_100.jpg,Chestnut 1,Chestnut 1,0.996658683,,
366,fruits-360/Test/Chestnut 1/112_100.jpg,Chestnut 1,Chestnut 1,1,,
367,fruits-360/Test/Chestnut 1/r2_114_100.jpg,Chestnut 1,Chestnut 1,0.729899168,,
368,fruits-360/Test/Chestnut 1/r2_128_100.jpg,Chestnut 1,Chestnut 1,0.999999642,,
369,fruits-360/Test/Chestnut 1/r_11_100.jpg,Chestnut 1,Chestnut 1,1,,
370,fruits-360/Test/Chestnut 1/r2_125_100.jpg,Chestnut 1,Chestnut 1,1,,
371,fruits-360/Test/Clementine 1/62_100.jpg,Clementine 1,Clementine 1,1,,
372,fruits-360/Test/Clementine 1/116_100.jpg,Clementine 1,Clementine 1,1,,
373,fruits-360/Test/Clementine 1/r_66_100.jpg,Clementine 1,Clementine 1,1,,
374,fruits-360/Test/Clementine 1/307_100.jpg,Clementine 1,Clementine 1,1,,
375,fruits-360/Test/Clementine 1/r_71_100.jpg,Clementine 1,Clementine 1,1,,
376,fruits-360/Test/Clementine 1/r_191_100.jpg,Clementine 1,Clementine 1,0.999932647,,
377,fruits-360/Test/Clementine 1/60_100.jpg,Clementine 1,Clementine 1,1,,
378,fruits-360/Test/Clementine 1/150_100.jpg,Clementine 1,Clementine 1,1,,
379,fruits-360/Test/Clementine 1/r_208_100.jpg,Clementine 1,Clementine 1,1,,
380,fruits-360/Test/Clementine 1/107_100.jpg,Clementine 1,Clementine 1,1,,
381,fruits-360/Test/Cocos 1/308_100.jpg,Cocos 1,Cocos 1,1,,
382,fruits-360/Test/Cocos 1/r_173_100.jpg,Cocos 1,Cocos 1,0.999976158,,
383,fruits-360/Test/Cocos 1/r_101_100.jpg,Cocos 1,Salak 1,0.974248946,,
384,fruits-360/Test/Cocos 1/r_138_100.jpg,Cocos 1,Cocos 1,1,,
385,fruits-360/Test/Cocos 1/r_87_100.jpg,Cocos 1,Cocos 1,0.999978065,,
386,fruits-360/Test/Cocos 1/260_100.jpg,Cocos 1,Cocos 1,1,,
387,fruits-360/Test/Cocos 1/r_204_100.jpg,Cocos 1,Cocos 1,0.999735534,,
388,fruits-360/Test/Cocos 1/r_74_100.jpg,Cocos 1,Cocos 1,1,,
389,fruits-360/Test/Cocos 1/274_100.jpg,Cocos 1,Cocos 1,1,,
390,fruits-360/Test/Cocos 1/0_100.jpg,Cocos 1,Cocos 1,1,,
391,fruits-360/Test/Corn 1/r2_75_100.jpg,Corn 1,Cauliflower 1,0.691143453,,
392,fruits-360/Test/Corn 1/61_100.jpg,Corn 1,Corn 1,1,,
393,fruits-360/Test/Corn 1/r_65_100.jpg,Corn 1,Cauliflower 1,0.97796905,,
394,fruits-360/Test/Corn 1/r2_165_100.jpg,Corn 1,Guava 1,0.850256979,,
395,fruits-360/Test/Corn 1/r2_62_100.jpg,Corn 1,Onion White 1,0.999673724,,
396,fruits-360/Test/Corn 1/r_151_100.jpg,Corn 1,Apple Pink Lady 1,0.991175771,,
397,fruits-360/Test/Corn 1/r2_163_100.jpg,Corn 1,Cantaloupe 2,0.49941048,,
398,fruits-360/Test/Corn 1/164_100.jpg,Corn 1,Corn 1,0.999999523,,
399,fruits-360/Test/Corn 1/r2_169_100.jpg,Corn 1,Cauliflower 1,0.93844521,,
400,fruits-360/Test/Corn 1/29_100.jpg,Corn 1,Corn 1,1,,
401,fruits-360/Test/Corn Husk 1/r_114_100.jpg,Corn Husk 1,Corn Husk 1,0.999996901,,
402,fruits-360/Test/Corn Husk 1/88_100.jpg,Corn Husk 1,Corn Husk 1,1,,
403,fruits-360/Test/Corn Husk 1/213_100.jpg,Corn Husk 1,Corn Husk 1,1,,
404,fruits-360/Test/Corn Husk 1/236_100.jpg,Corn Husk 1,Corn Husk 1,1,,
405,fruits-360/Test/Corn Husk 1/242_100.jpg,Corn Husk 1,Corn Husk 1,1,,
406,fruits-360/Test/Corn Husk 1/251_100.jpg,Corn Husk 1,Corn Husk 1,1,,
407,fruits-360/Test/Corn Husk 1/224_100.jpg,Corn Husk 1,Corn Husk 1,1,,
408,fruits-360/Test/Corn Husk 1/228_100.jpg,Corn Husk 1,Corn Husk 1,1,,
409,fruits-360/Test/Corn Husk 1/93_100.jpg,Corn Husk 1,Corn Husk 1,1,,
410,fruits-360/Test/Corn Husk 1/5_100.jpg,Corn Husk 1,Corn Husk 1,1,,
411,fruits-360/Test/Cucumber 1/r0_43_100.jpg,Cucumber 1,Cucumber 1,1,,
412,fruits-360/Test/Cucumber 1/r0_103_100.jpg,Cucumber 1,Cucumber 1,1,,
413,fruits-360/Test/Cucumber 1/r0_123_100.jpg,Cucumber 1,Cucumber 1,1,,
414,fruits-360/Test/Cucumber 1/r0_23_100.jpg,Cucumber 1,Cucumber 1,1,,
415,fruits-360/Test/Cucumber 1/r0_91_100.jpg,Cucumber 1,Cucumber 1,1,,
416,fruits-360/Test/Cucumber 1/r0_71_100.jpg,Cucumber 1,Cucumber 1,1,,
417,fruits-360/Test/Cucumber 1/r0_111_100.jpg,Cucumber 1,Cucumber 1,1,,
418,fruits-360/Test/Cucumber 1/r0_167_100.jpg,Cucumber 1,Cucumber 1,1,,
419,fruits-360/Test/Cucumber 1/r0_131_100.jpg,Cucumber 1,Cucumber 1,1,,
420,fruits-360/Test/Cucumber 1/r0_3_100.jpg,Cucumber 1,Cucumber 1,1,,
421,fruits-360/Test/Cucumber 3/r0_39_100.jpg,Cucumber 3,Cucumber 3,1,,
422,fruits-360/Test/Cucumber 3/r0_91_100.jpg,Cucumber 3,Cucumber 3,1,,
423,fruits-360/Test/Cucumber 3/r0_231_100.jpg,Cucumber 3,Cucumber 3,1,,
424,fruits-360/Test/Cucumber 3/r0_263_100.jpg,Cucumber 3,Cucumber 3,1,,
425,fruits-360/Test/Cucumber 3/r0_219_100.jpg,Cucumber 3,Cucumber 3,1,,
426,fruits-360/Test/Cucumber 3/r0_179_100.jpg,Cucumber 3,Cucumber 3,1,,
427,fruits-360/Test/Cucumber 3/r0_271_100.jpg,Cucumber 3,Cucumber 3,1,,
428,fruits-360/Test/Cucumber 3/r0_167_100.jpg,Cucumber 3,Cucumber 3,1,,
429,fruits-360/Test/Cucumber 3/r0_75_100.jpg,Cucumber 3,Cucumber 3,1,,
430,fruits-360/Test/Cucumber 3/r0_315_100.jpg,Cucumber 3,Cucumber 3,1,,
431,fruits-360/Test/Cucumber Ripe 1/216_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,0.999999285,,
432,fruits-360/Test/Cucumber Ripe 1/r_125_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,0.566040337,,
433,fruits-360/Test/Cucumber Ripe 1/171_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,1,,
434,fruits-360/Test/Cucumber Ripe 1/198_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,1,,
435,fruits-360/Test/Cucumber Ripe 1/203_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,0.999954581,,
436,fruits-360/Test/Cucumber Ripe 1/r_43_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,1,,
437,fruits-360/Test/Cucumber Ripe 1/183_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,1,,
438,fruits-360/Test/Cucumber Ripe 1/r_157_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,0.99625659,,
439,fruits-360/Test/Cucumber Ripe 1/222_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,1,,
440,fruits-360/Test/Cucumber Ripe 1/211_100.jpg,Cucumber Ripe 1,Cucumber Ripe 1,0.999996901,,
441,fruits-360/Test/Cucumber Ripe 2/229_100.jpg,Cucumber Ripe 2,Cucumber Ripe 2,1,,
442,fruits-360/Test/Cucumber Ripe 2/222_100.jpg,Cucumber Ripe 2,Cucumber Ripe 2,1,,
443,fruits-360/Test/Cucumber Ripe 2/r_173_100.jpg,Cucumber Ripe 2,Pepper Yellow 1,0.521730125,,
444,fruits-360/Test/Cucumber Ripe 2/163_100.jpg,Cucumber Ripe 2,Cucumber Ripe 2,1,,
445,fruits-360/Test/Cucumber Ripe 2/r_175_100.jpg,Cucumber Ripe 2,Guava 1,0.820845366,,
446,fruits-360/Test/Cucumber Ripe 2/r_189_100.jpg,Cucumber Ripe 2,Cucumber Ripe 2,1,,
447,fruits-360/Test/Cucumber Ripe 2/r_163_100.jpg,Cucumber Ripe 2,Pepper Yellow 1,0.999997735,,
448,fruits-360/Test/Cucumber Ripe 2/228_100.jpg,Cucumber Ripe 2,Cucumber Ripe 2,1,,
449,fruits-360/Test/Cucumber Ripe 2/215_100.jpg,Cucumber Ripe 2,Cucumber Ripe 2,1,,
450,fruits-360/Test/Cucumber Ripe 2/119_100.jpg,Cucumber Ripe 2,Cucumber Ripe 2,1,,
451,fruits-360/Test/Dates 1/r_311_100.jpg,Dates 1,Dates 1,1,,
452,fruits-360/Test/Dates 1/r_104_100.jpg,Dates 1,Dates 1,1,,
453,fruits-360/Test/Dates 1/r_308_100.jpg,Dates 1,Dates 1,1,,
454,fruits-360/Test/Dates 1/r_89_100.jpg,Dates 1,Dates 1,0.999999881,,
455,fruits-360/Test/Dates 1/95_100.jpg,Dates 1,Dates 1,0.999994636,,
456,fruits-360/Test/Dates 1/117_100.jpg,Dates 1,Dates 1,0.996991158,,
457,fruits-360/Test/Dates 1/139_100.jpg,Dates 1,Dates 1,1,,
458,fruits-360/Test/Dates 1/r_91_100.jpg,Dates 1,Dates 1,1,,
459,fruits-360/Test/Dates 1/6_100.jpg,Dates 1,Dates 1,1,,
460,fruits-360/Test/Dates 1/126_100.jpg,Dates 1,Dates 1,0.999533772,,
461,fruits-360/Test/Eggplant 1/131_100.jpg,Eggplant 1,Eggplant 1,0.999999642,,
462,fruits-360/Test/Eggplant 1/145_100.jpg,Eggplant 1,Eggplant 1,0.999137282,,
463,fruits-360/Test/Eggplant 1/r_91_100.jpg,Eggplant 1,Eggplant 1,0.993487,,
464,fruits-360/Test/Eggplant 1/135_100.jpg,Eggplant 1,Eggplant 1,0.999995828,,
465,fruits-360/Test/Eggplant 1/r_73_100.jpg,Eggplant 1,Eggplant 1,0.984648228,,
466,fruits-360/Test/Eggplant 1/r_87_100.jpg,Eggplant 1,Blueberry 1,0.979099333,,
467,fruits-360/Test/Eggplant 1/126_100.jpg,Eggplant 1,Eggplant 1,1,,
468,fruits-360/Test/Eggplant 1/r_250_100.jpg,Eggplant 1,Ginger Root 1,0.971258461,,
469,fruits-360/Test/Eggplant 1/r_265_100.jpg,Eggplant 1,Eggplant 1,0.987300098,,
470,fruits-360/Test/Eggplant 1/138_100.jpg,Eggplant 1,Eggplant 1,0.999957442,,
471,fruits-360/Test/Eggplant long 1/r0_59_100.jpg,Eggplant long 1,Eggplant long 1,1,,
472,fruits-360/Test/Eggplant long 1/r0_15_100.jpg,Eggplant long 1,Eggplant long 1,1,,
473,fruits-360/Test/Eggplant long 1/r0_259_100.jpg,Eggplant long 1,Eggplant long 1,1,,
474,fruits-360/Test/Eggplant long 1/r0_83_100.jpg,Eggplant long 1,Eggplant long 1,1,,
475,fruits-360/Test/Eggplant long 1/r0_75_100.jpg,Eggplant long 1,Eggplant long 1,1,,
476,fruits-360/Test/Eggplant long 1/r0_19_100.jpg,Eggplant long 1,Eggplant long 1,1,,
477,fruits-360/Test/Eggplant long 1/r0_235_100.jpg,Eggplant long 1,Eggplant long 1,1,,
478,fruits-360/Test/Eggplant long 1/r0_139_100.jpg,Eggplant long 1,Eggplant long 1,1,,
479,fruits-360/Test/Eggplant long 1/r0_295_100.jpg,Eggplant long 1,Eggplant long 1,1,,
480,fruits-360/Test/Eggplant long 1/r0_35_100.jpg,Eggplant long 1,Eggplant long 1,1,,
481,fruits-360/Test/Fig 1/r_36_100.jpg,Fig 1,Fig 1,1,,
482,fruits-360/Test/Fig 1/r2_256_100.jpg,Fig 1,Fig 1,1,,
483,fruits-360/Test/Fig 1/r2_117_100.jpg,Fig 1,Fig 1,0.993409038,,
484,fruits-360/Test/Fig 1/r2_108_100.jpg,Fig 1,Fig 1,0.581315041,,
485,fruits-360/Test/Fig 1/r2_263_100.jpg,Fig 1,Fig 1,1,,
486,fruits-360/Test/Fig 1/r2_162_100.jpg,Fig 1,Fig 1,1,,
487,fruits-360/Test/Fig 1/r_218_100.jpg,Fig 1,Fig 1,1,,
488,fruits-360/Test/Fig 1/r2_127_100.jpg,Fig 1,Fig 1,0.999905586,,
489,fruits-360/Test/Fig 1/r2_135_100.jpg,Fig 1,Fig 1,0.999999881,,
490,fruits-360/Test/Fig 1/r2_151_100.jpg,Fig 1,Fig 1,1,,
491,fruits-360/Test/Ginger Root 1/44_100.jpg,Ginger Root 1,Ginger Root 1,1,,
